,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,Type,quality
1586,6.8,0.18,0.46,1.4,0.064,37,160,0.9924,3.37,0.45,11.1,White Wine,5
1428,6.7,0.26,0.49,8.1,0.052,48,197,0.99558,3.19,0.48,9.5,White Wine,5
1853,7.5,0.42,0.2,1.4,0.06,15,168,0.9944,3.06,0.4,9.4,White Wine,6
5787,7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,White Wine,6
6336,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,White Wine,5
4194,6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,Red Wine,6
1838,6.6,0.23,0.26,1.3,0.045,16,128,0.9934,3.36,0.6,10,White Wine,6
2417,7.3,0.29,0.29,4.6,0.029,27,155,0.9931,3.07,0.26,10.6,White Wine,6
1481,6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,White Wine,5
4030,5.9,0.22,0.29,4.2,0.037,69,144,0.99214,3.13,0.74,10.8,White Wine,7
5923,6.8,0.25,0.3,11.8,0.043,53,133,0.99524,3.03,0.58,10.4,White Wine,6
677,9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2,Red Wine,6
6145,7.4,0.3,0.32,1.7,0.03,23,128,0.9929,3.17,0.66,10.9,White Wine,5
1889,6.5,0.32,0.3,2.3,0.051,20,127,0.98964,3.13,0.52,12.8,White Wine,6
2522,8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,Red Wine,6
4044,6.9,0.31,0.32,1.6,0.036,34,114,0.99068,3.19,0.45,11.4,White Wine,7
5271,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,White Wine,8
2913,6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,Red Wine,6
926,6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,White Wine,5
2184,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,White Wine,6
3772,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,White Wine,6
3559,7.5,0.17,0.37,1.5,0.06,18,75,0.9936,3.54,0.88,10.7,White Wine,5
159,10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,Red Wine,5
2500,7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2,Red Wine,5
3883,6.7,0.3,0.74,5,0.038,35,157,0.9945,3.21,0.46,9.9,White Wine,5
4829,6.5,0.25,0.32,9.9,0.045,41,128,0.99636,3.18,0.52,9.6,White Wine,6
5661,5.8,0.3,0.42,1.1,0.036,19,113,0.98871,3.1,0.46,12.6,White Wine,7
6033,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,White Wine,6
452,6.9,0.16,0.35,1.3,0.043,21,182,0.9927,3.25,0.62,10.8,White Wine,6
3586,5.8,0.18,0.28,1.3,0.034,9,94,0.99092,3.21,0.52,11.2,White Wine,6
646,6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,White Wine,6
2957,7.9,0.42,0.49,8.2,0.056,32,164,0.9965,3.29,0.6,11.2,White Wine,7
371,7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,White Wine,5
3502,6.8,0.26,0.56,11.9,0.043,64,226,0.997,3.02,0.63,9.3,White Wine,5
1998,6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,White Wine,6
263,6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,White Wine,7
493,7,0.2,0.38,8.1,0.05,42,173,0.99585,3.3,0.54,9.8,White Wine,6
1587,8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,White Wine,5
598,8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,Red Wine,5
1128,7.2,0.62,0.01,2.3,0.065,8,46,0.99332,3.32,0.51,11.8,Red Wine,6
5227,7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5,Red Wine,6
3846,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,White Wine,5
6210,9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,Red Wine,5
2743,6.8,0.77,0,1.8,0.066,34,52,0.9976,3.62,0.68,9.9,Red Wine,5
5904,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,Red Wine,7
5655,6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,White Wine,6
1631,5.5,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,White Wine,5
5514,5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,White Wine,6
4341,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,Red Wine,5
5893,4.4,0.32,0.39,4.3,0.03,31,127,0.98904,3.46,0.36,12.8,White Wine,8
1118,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,White Wine,5
3081,6.3,0.67,0.48,12.6,0.052,57,222,0.9979,3.17,0.52,9.3,White Wine,6
4863,5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,White Wine,6
4914,6.8,0.775,0,3,0.102,8,23,0.9965,3.45,0.56,10.7,Red Wine,5
1142,6.8,0.33,0.44,7,0.05,29,155,0.9955,3.14,0.42,9.5,White Wine,5
1261,8.1,0.27,0.35,1.7,0.03,38,103,0.99255,3.22,0.63,10.4,White Wine,8
2890,6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,White Wine,6
5036,6.3,0.23,0.49,7.1,0.05,67,210,0.9951,3.23,0.34,9.5,White Wine,5
2992,7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,Red Wine,6
5372,6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6,White Wine,6
2984,9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2,Red Wine,6
5824,6.5,0.26,0.39,1.4,0.02,12,66,0.99089,3.25,0.75,11.3,White Wine,7
4051,10.3,0.41,0.42,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,Red Wine,6
5547,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,White Wine,5
3176,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,Red Wine,5
6126,6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,White Wine,5
4755,11.3,0.37,0.41,2.3,0.088,6,16,0.9988,3.09,0.8,9.3,Red Wine,5
6252,7.8,0.63,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5,Red Wine,5
3270,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,White Wine,5
4980,10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,Red Wine,5
3786,8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,White Wine,6
481,6.1,0.125,0.25,3.3,0.04,10,69,0.9934,3.54,0.59,10.1,White Wine,6
3744,7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,White Wine,6
5452,7,0.21,0.31,6,0.046,29,108,0.9939,3.26,0.5,10.8,White Wine,6
1607,7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,Red Wine,5
1351,8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,White Wine,6
1352,6.7,0.18,0.31,10.6,0.035,42,143,0.99572,3.08,0.49,9.8,White Wine,7
5107,8.3,0.49,0.43,2.5,0.036,32,116,0.9944,3.23,0.47,10.7,White Wine,6
2819,6,0.34,0.24,5.4,0.06,23,126,0.9951,3.25,0.44,9,White Wine,7
3761,8.3,0.27,0.39,2.4,0.058,16,107,0.9955,3.28,0.59,10.3,White Wine,5
4608,8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3,White Wine,6
4946,5.6,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,White Wine,5
2256,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,White Wine,5
5906,6.2,0.28,0.45,7.5,0.045,46,203,0.99573,3.26,0.46,9.2,White Wine,6
2304,6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,White Wine,6
6356,8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,Red Wine,5
6138,8.5,0.49,0.11,2.3,0.084,9,67,0.9968,3.17,0.53,9.4,Red Wine,5
6090,7.6,0.48,0.37,0.8,0.037,4,100,0.9902,3.03,0.39,11.4,White Wine,4
1901,6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,White Wine,6
4148,8.7,0.49,0.57,17.8,0.052,34,243,1.0007,2.98,0.82,9,White Wine,5
6083,7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,Red Wine,6
1509,7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,White Wine,5
4627,7.8,0.29,0.22,9.5,0.056,44,213,0.99715,3.08,0.61,9.3,White Wine,6
2387,6.3,0.39,0.16,1.4,0.08,11,23,0.9955,3.34,0.56,9.3,Red Wine,5
4434,4.8,0.21,0.21,10.2,0.037,17,112,0.99324,3.66,0.48,12.2,White Wine,7
2544,8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,Red Wine,6
837,6,0.39,0.13,1.2,0.042,60,172,0.99114,3.06,0.52,10.6,White Wine,5
2546,7.9,0.18,0.37,1.2,0.04,16,75,0.992,3.18,0.63,10.8,White Wine,5
4199,5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,White Wine,6
802,6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6,Red Wine,6
810,6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,Red Wine,6
3609,6.5,0.37,0.33,3.9,0.027,40,130,0.9906,3.28,0.39,12.7,White Wine,7
3938,7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4,White Wine,5
2267,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,White Wine,6
1512,6.4,0.37,0.12,5.9,0.056,6,91,0.99536,3.06,0.46,8.4,White Wine,4
3647,7.2,0.34,0.23,8.9,0.105,22,155,0.99692,3.01,0.58,9.5,White Wine,5
2598,7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,White Wine,6
205,7.8,0.91,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7,Red Wine,6
6446,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,White Wine,7
5215,7.5,0.31,0.24,7.1,0.031,28,141,0.99397,3.16,0.38,10.6,White Wine,7
3633,8.4,0.17,0.31,5.4,0.052,47,150,0.9953,3.24,0.38,9.8,White Wine,5
4939,6.2,0.12,0.34,1.5,0.045,43,117,0.9939,3.42,0.51,9,White Wine,6
3827,6.5,0.36,0.38,10.2,0.028,20,82,0.99274,3.1,0.43,12.1,White Wine,7
2381,7.3,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5,Red Wine,6
5438,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,White Wine,5
551,7.9,0.16,0.64,17,0.05,69,210,1.0004,3.15,0.51,9.3,White Wine,7
3714,5.4,0.31,0.47,3,0.053,46,144,0.9931,3.29,0.76,10,White Wine,5
2691,6.7,0.39,0.31,2.7,0.054,27,202,0.9948,3.46,0.57,10.5,White Wine,6
5148,6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,White Wine,6
5593,8,0.38,0.44,1.9,0.098,6,15,0.9956,3.3,0.64,11.4,Red Wine,6
4870,15.6,0.685,0.76,3.7,0.1,6,43,1.0032,2.95,0.68,11.2,Red Wine,7
4658,9,0.38,0.41,2.4,0.103,6,10,0.99604,3.13,0.58,11.9,Red Wine,7
864,5.6,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,White Wine,7
5683,8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,Red Wine,5
5547,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,White Wine,5
2773,6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.13333333,White Wine,7
1874,6,0.19,0.71,1.5,0.152,9,55,0.9927,3.12,0.46,9.8,White Wine,6
2089,7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8,White Wine,5
2454,6.3,0.23,0.5,10.4,0.043,61,132,0.99542,2.86,0.46,9.1,White Wine,6
3963,6.9,0.32,0.15,8.1,0.046,51,180,0.9958,3.13,0.45,8.9,White Wine,5
4301,7,0.12,0.32,7.2,0.058,22,89,0.9966,3.29,0.38,9.2,White Wine,6
2092,7.1,0.14,0.35,1.4,0.039,24,128,0.99212,2.97,0.68,10.4,White Wine,5
549,7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,Red Wine,5
534,7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,Red Wine,5
5666,9.3,0.4,0.49,2.5,0.085,38,142,0.9978,3.22,0.55,9.4,Red Wine,5
1535,5.9,0.21,0.28,4.6,0.053,40,199,0.9964,3.72,0.7,10,White Wine,4
1128,7.2,0.62,0.01,2.3,0.065,8,46,0.99332,3.32,0.51,11.8,Red Wine,6
4591,5.5,0.23,0.19,2.2,0.044,39,161,0.99209,3.19,0.43,10.4,White Wine,6
3100,6.5,0.23,0.45,2.1,0.027,43,104,0.99054,3.02,0.52,11.3,White Wine,6
661,5.2,0.21,0.31,1.7,0.048,17,61,0.98953,3.24,0.37,12,White Wine,7
4907,6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,White Wine,5
3589,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,White Wine,5
958,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,Red Wine,5
1040,5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,Red Wine,5
808,8.1,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7,Red Wine,5
1498,5.4,0.33,0.31,4,0.03,27,108,0.99031,3.3,0.43,12.2,White Wine,7
203,6.8,0.26,0.29,16.95,0.056,48,179,0.9998,3.45,0.4,9.6,White Wine,5
1197,6.9,0.41,0.22,4.2,0.031,10,102,0.993,3,0.86,11.6,White Wine,4
383,6,0.32,0.33,9.9,0.032,22,90,0.99258,3.1,0.43,12.1,White Wine,7
3948,7.2,0.35,0.34,12.4,0.051,6,37,0.9944,3.13,0.39,11.5,White Wine,6
3246,10,0.42,0.5,3.4,0.107,7,21,0.9979,3.26,0.93,11.8,Red Wine,6
2095,6.1,0.31,0.26,2.2,0.051,28,167,0.9926,3.37,0.47,10.4,White Wine,6
1775,6.9,0.19,0.28,3,0.054,33,99,0.9924,3.16,0.4,10.8,White Wine,6
4729,6.4,0.32,0.25,5,0.055,28,138,0.99171,3.27,0.5,12.4,White Wine,8
3700,5.6,0.235,0.29,1.2,0.047,33,127,0.991,3.34,0.5,11,White Wine,7
5990,11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,Red Wine,7
6409,7.2,0.2,0.34,2.7,0.032,49,151,0.99,3.16,0.39,12.7,White Wine,7
2661,6.2,0.31,0.26,4.8,0.037,36,148,0.9928,3.21,0.41,10.4,White Wine,6
80,7.1,0.28,0.26,2.8,0.039,50,118,0.9908,3.06,0.59,11.2,White Wine,6
776,6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,White Wine,6
5528,8.3,0.16,0.48,1.7,0.057,31,98,0.9943,3.15,0.41,10.3,White Wine,6
5736,6.1,0.28,0.16,1.3,0.06,36,126,0.99353,3.13,0.46,8.7,White Wine,6
4346,6.3,0.12,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4,White Wine,7
1083,6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,White Wine,6
3457,8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,Red Wine,6
1740,7.2,0.16,0.29,1,0.031,40,123,0.98958,3.12,0.4,12.1,White Wine,7
3225,7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,White Wine,7
2371,8.1,1.33,0,1.8,0.082,3,12,0.9964,3.54,0.48,10.9,Red Wine,5
3613,8.3,0.675,0.26,2.1,0.084,11,43,0.9976,3.31,0.53,9.2,Red Wine,4
3758,11.2,0.67,0.55,2.3,0.084,6,13,1,3.17,0.71,9.5,Red Wine,6
6348,7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,Red Wine,5
2355,6.4,0.26,0.43,12.6,0.033,64,230,0.9974,3.08,0.38,8.9,White Wine,5
2514,6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,Red Wine,6
3995,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,White Wine,6
5937,6.9,0.45,0.27,4.7,0.035,17,80,0.99058,3.12,0.36,12.5,White Wine,7
569,6.6,0.58,0,2.2,0.1,50,63,0.99544,3.59,0.68,11.4,Red Wine,6
3382,6.3,0.2,0.58,1.4,0.204,15,97,0.9931,3.16,0.43,10,White Wine,6
2357,7,0.24,0.35,1.5,0.052,51,128,0.9941,3.41,0.59,10.4,White Wine,7
4495,6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,White Wine,5
2782,8,0.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,Red Wine,6
1460,9.5,0.42,0.41,2.3,0.034,22,145,0.9951,3.06,0.52,11,White Wine,6
3789,5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,Red Wine,8
3691,7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,White Wine,5
5134,5.6,0.2,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10,White Wine,5
1160,6.7,0.2,0.37,1.65,0.025,42,103,0.99022,3.11,0.45,11.4,White Wine,5
5586,6.6,0.17,0.28,1.8,0.042,62,178,0.99204,3.15,0.42,10.2,White Wine,5
1540,6.4,0.24,0.29,11.4,0.051,32,166,0.9968,3.31,0.45,9.5,White Wine,5
5453,5,0.33,0.23,11.8,0.03,23,158,0.99322,3.41,0.64,11.8,White Wine,6
4598,6.6,0.32,0.34,7.7,0.044,63,212,0.99526,3.22,0.48,9.7,White Wine,6
2778,7.1,0.16,0.36,1.2,0.043,21,90,0.9925,3.16,0.42,11,White Wine,7
569,6.6,0.58,0,2.2,0.1,50,63,0.99544,3.59,0.68,11.4,Red Wine,6
1118,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,White Wine,5
5902,5.9,0.26,0.21,12.5,0.034,36,152,0.9972,3.28,0.43,9.5,White Wine,6
5497,6.6,0.78,0.5,1.5,0.045,30,133,0.99104,3.25,0.48,11.7,White Wine,5
5034,8,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2,White Wine,6
424,7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5,White Wine,8
3350,5.8,0.3,0.12,1.6,0.036,57,163,0.99239,3.38,0.59,10.5,White Wine,6
97,7.6,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11,Red Wine,5
6458,6.7,0.31,0.31,9.9,0.04,10,175,0.9953,3.46,0.55,11.4,White Wine,4
1133,8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,White Wine,5
1831,7.7,0.26,0.31,1.3,0.043,47,155,0.9937,3.42,0.5,10.1,White Wine,6
3821,7.3,0.42,0.38,6.8,0.045,29,122,0.9925,3.19,0.37,12.6,White Wine,7
53,7,0.3,0.32,6.4,0.034,28,97,0.9924,3.23,0.44,11.8,White Wine,6
2556,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,White Wine,8
1891,13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,Red Wine,6
3556,7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,White Wine,7
6326,6.7,0.3,0.44,18.5,0.057,65,224,0.99956,3.11,0.53,9.1,White Wine,5
3904,8.5,0.24,0.47,15.2,0.057,40,234,1.0005,3.02,0.66,9,White Wine,5
4265,7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,Red Wine,6
2856,6.8,0.22,0.24,4.9,0.092,30,123,0.9951,3.03,0.46,8.6,White Wine,6
1286,7.3,0.26,0.32,1.2,0.041,29,94,0.98978,3.07,0.45,12,White Wine,6
1681,6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,White Wine,6
4321,9.5,0.21,0.47,1.3,0.039,21,123,0.9959,2.9,0.64,9.5,White Wine,5
3948,7.2,0.35,0.34,12.4,0.051,6,37,0.9944,3.13,0.39,11.5,White Wine,6
2424,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,White Wine,6
5181,5.7,0.14,0.3,5.4,0.045,26,105,0.99469,3.32,0.45,9.3,White Wine,5
3531,6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,White Wine,5
1595,7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,White Wine,5
6375,6.4,0.33,0.28,1.1,0.038,30,110,0.9917,3.12,0.42,10.5,White Wine,6
1592,9,0.43,0.3,1.5,0.05,7,175,0.9951,3.11,0.45,9.7,White Wine,4
2873,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,White Wine,5
4213,6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,White Wine,6
5493,7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,White Wine,6
2217,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,White Wine,6
3897,12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,Red Wine,6
864,5.6,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,White Wine,7
3857,5.7,0.26,0.3,1.8,0.039,30,105,0.98995,3.48,0.52,12.5,White Wine,7
4105,7.9,0.28,0.41,2,0.044,50,152,0.9934,3.45,0.49,10.7,White Wine,8
3633,8.4,0.17,0.31,5.4,0.052,47,150,0.9953,3.24,0.38,9.8,White Wine,5
2984,9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2,Red Wine,6
3795,6.6,0.23,0.3,4.6,0.06,29,154,0.99142,3.23,0.49,12.2,White Wine,8
5741,6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,White Wine,5
329,7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,White Wine,5
4747,6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,White Wine,6
282,6.9,0.13,0.28,13.3,0.05,47,132,0.99655,3.34,0.42,10.1,White Wine,6
2540,5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.56666667,Red Wine,7
150,7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,White Wine,7
2031,6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5,White Wine,6
1224,6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,White Wine,7
104,6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,White Wine,6
4149,6.5,0.27,0.26,8.2,0.042,21,133,0.99612,3.43,0.64,9.8,White Wine,6
6287,6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,White Wine,6
4506,6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,White Wine,6
1565,7.1,0.15,0.34,5.3,0.034,33,104,0.9953,3.37,0.52,9.3,White Wine,7
2955,6.8,0.39,0.31,14.35,0.043,28,162,0.9988,3.17,0.54,9.1,White Wine,5
187,6.2,0.345,0.27,10.1,0.056,38,187,0.99486,3.31,0.56,10.6,White Wine,5
273,9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,Red Wine,5
2801,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,White Wine,6
5422,8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,Red Wine,6
1191,6.4,0.16,0.31,5.3,0.043,42,157,0.99455,3.35,0.47,10.5,White Wine,5
1212,8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,Red Wine,6
135,6.6,0.55,0.01,2.7,0.034,56,122,0.9906,3.15,0.3,11.9,White Wine,5
709,7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,White Wine,5
5370,9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,White Wine,6
529,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,White Wine,6
4360,9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,Red Wine,6
1438,6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,White Wine,6
1264,4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.46666667,White Wine,5
4989,6.6,0.12,0.25,1.4,0.039,21,131,0.99114,3.2,0.45,11.2,White Wine,7
3722,7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,White Wine,6
1378,5.6,0.13,0.27,4.8,0.028,22,104,0.9948,3.34,0.45,9.2,White Wine,6
6034,7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,White Wine,6
6205,6.7,0.28,0.31,7.4,0.041,7,81,0.99254,3.04,0.47,11.4,White Wine,8
3205,7.9,0.52,0.26,1.9,0.079,42,140,0.9964,3.23,0.54,9.5,Red Wine,5
29,7.3,0.25,0.28,1.5,0.043,19,113,0.99338,3.38,0.56,10.1,White Wine,6
5028,7.3,0.18,0.29,1,0.036,26,101,0.99,3.09,0.37,11.7,White Wine,6
5278,6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,White Wine,5
2126,5.7,0.28,0.35,1.2,0.052,39,141,0.99108,3.44,0.69,11.3,White Wine,6
2824,7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,Red Wine,5
1154,7.9,0.3,0.6,1.85,0.048,13,106,0.99331,3.24,0.49,11.85,White Wine,5
5883,7,0.61,0.26,1.7,0.051,25,161,0.9946,3.36,0.6,10.6,White Wine,4
3559,7.5,0.17,0.37,1.5,0.06,18,75,0.9936,3.54,0.88,10.7,White Wine,5
298,7.2,0.32,0.47,5.1,0.044,19,65,0.991,3.03,0.41,12.6,White Wine,4
1474,6.4,0.37,0.2,5.6,0.117,61,183,0.99459,3.24,0.43,9.5,White Wine,5
5314,7.2,0.28,0.38,2,0.052,23,156,0.9912,3.13,0.52,11.1,White Wine,5
727,6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,White Wine,6
614,6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5,White Wine,5
