A,B,C,D,E,F,G
-1.469135803,8.274514964,3.305268229,1.587497053,-6.445124545,-6.639903749,-7.585194932
-7.167638344,-4.730791117,-2.118138624,-1.52686489,-0.816776922,-3.316753757,2.780043097
-5.337338441,-7.351336537,-4.687672616,2.469501788,-3.020834989,-5.431703237,1.777359752
7.890283297,3.090942454,3.07980046,-11.09057537,9.555295694,6.717533526,-6.29712784
-6.859614636,-6.247888042,-3.999591927,-0.157607653,-1.914722941,-4.541790043,1.067054208
-7.26703695,-5.862395964,-1.519729719,-2.791348522,4.060708647,-4.955707296,2.204750448
8.94995365,2.258343299,3.775428758,-10.50406516,9.647806501,4.208148801,-5.937506788
-7.091718181,-7.424313331,-3.060887579,1.397841781,-1.569047226,-3.409279612,-0.728152635
-6.375360352,-2.913851976,-1.967107435,-0.747372193,4.729425673,-4.864896183,0.864198084
-6.513832239,-4.304980177,-2.456507298,-1.646665353,5.142478581,-6.212822986,0.842159831
-7.070611737,-5.97792787,-6.344267478,2.137547879,-1.317459495,-5.468383208,1.219812525
7.663051703,5.208875147,5.505885464,-8.887178913,8.485392557,6.792442641,-6.56634188
-8.05344914,-4.508655505,-3.772152362,-0.094042448,4.10075025,-4.616915803,-0.651178433
-1.734042129,9.567326214,4.873903291,1.724641066,-5.679095533,-6.739749723,-10.80539746
-5.245331241,-6.372154078,-3.831173563,0.568767526,-2.145541546,-3.743711411,2.005649893
-6.634839821,-6.077375502,-4.565388227,2.169930311,-0.216894468,-3.092460367,3.031173829
-2.840506006,8.402049394,3.55472831,1.147759154,-3.930532766,-5.635430013,-10.18940212
5.229085389,1.891120081,3.73045045,-10.26424778,10.72074551,5.789414629,-4.336383704
6.334368398,1.608490116,4.274088238,-9.54162838,10.67854906,8.190310011,-6.609302658
-4.587653761,-7.508291657,-4.569375402,1.239866902,-0.330782932,-5.578916213,1.144356031
-6.659719809,-3.480244892,-0.898344601,0.622136067,4.892586003,-5.037789783,-0.09940215
-8.17262279,-4.69801914,-3.427759652,0.37421063,5.710533412,-6.785195704,-0.206081056
-2.902579921,8.251868178,3.879515195,1.579558102,-6.497193875,-8.192272794,-9.235443088
-8.09107537,-3.996411421,-1.333367012,-0.617616466,6.02538961,-5.189317839,-1.118869576
6.465306884,1.476036226,4.724362216,-9.695754996,9.321331636,7.962325977,-6.449678876
-2.669136153,8.99526992,3.637349472,1.954656548,-7.16828583,-6.557391033,-9.6655587
-2.591092003,10.00547724,5.387323808,2.271045875,-6.429471557,-6.984468043,-7.062836907
-8.191813503,-3.630958204,-3.278431516,-1.166084486,6.67129809,-5.382831147,0.300273341
-5.609721032,-4.225962022,-3.034575427,0.030517612,4.223062116,-8.533689961,1.442668742
-6.074045707,-5.399008142,-4.911454155,0.759964629,-0.665057314,-2.63061985,4.184948874
-7.780134286,-5.745372173,-4.541674541,0.250368886,5.605808338,-6.271970735,0.096282952
-6.787019735,-5.109199932,-2.984516473,-1.91484897,5.092631436,-5.916045509,-0.172801836
-5.509834145,-5.620925613,-1.466648545,0.76577997,3.686230251,-5.527933247,0.902309583
-1.84666159,8.191430227,3.600658672,2.791151228,-6.483260235,-6.710361825,-9.68482556
6.027474223,1.843619347,4.914342637,-10.20325422,8.573031143,6.875090905,-4.635283964
-6.662592559,-3.513468077,-3.064361653,-1.064578663,5.454942561,-5.669285444,0.92649222
7.753885557,3.296953359,5.086173361,-10.2510016,9.484958119,6.116016547,-6.572484251
-6.801606722,-5.118596228,-3.676685152,-0.519572543,5.780975043,-4.861522878,-0.061487681
8.398052706,2.247569957,4.768213706,-8.177617794,9.088486231,6.074366111,-4.881515201
8.667069422,1.3985842,3.843034702,-9.572273451,10.29779578,7.564024967,-5.984081898
-6.87913469,-4.96328638,-4.609658302,0.723977841,-0.009142322,-5.011755696,3.06628148
-2.728869511,9.3713987,6.117772881,1.454899466,-7.688120794,-7.381866637,-7.922925639
-7.308968996,-4.72183368,-2.725871687,1.828567799,-1.236321047,-3.917555579,1.04334604
-6.556871842,-3.67828584,-3.143816705,0.437945457,5.905185475,-6.391324777,2.727891292
-2.18137645,9.938556268,3.625982884,2.058856845,-7.805051817,-6.624725838,-9.733674079
-2.153859427,7.205018414,5.275208031,1.855502382,-7.335094247,-6.6351525,-8.363694271
7.340706766,2.746375286,6.172354591,-9.968363765,8.54190892,5.481935015,-5.555139169
6.106737274,1.188141188,4.703955786,-8.329548874,9.881126988,7.28087604,-5.280172514
5.604592503,3.069254769,4.208088922,-10.10920302,8.563823431,6.414273786,-5.064958076
-7.197875846,-2.648633789,-3.77616792,-0.125632803,5.260245721,-6.255417676,1.010478033
8.018688933,4.758260394,4.730221251,-10.21819635,9.746113121,8.429491415,-3.92365519
-6.921778252,-6.231586847,-5.402332955,0.281070862,-2.457395217,-4.816866515,2.380456737
-1.317490126,8.930568168,3.520332708,1.579639828,-6.700932474,-5.650894809,-8.235233072
-3.563902078,8.947055821,4.557286261,2.743138415,-7.654590015,-5.512015356,-6.871410794
-5.10254897,-6.864761344,-5.048161707,1.189339676,-2.809630569,-5.480929634,1.174357619
-6.914310852,-4.081268026,-2.013224609,-1.167768561,5.796493385,-5.934252879,0.816951168
7.355787726,1.128467014,3.978866678,-10.14290335,10.57295884,8.764864873,-7.18440612
6.625980973,0.403477663,3.046325293,-9.515090664,8.74286952,6.843820522,-6.306141803
6.855599193,0.875750071,3.494292006,-9.555086876,9.756933187,8.429305567,-6.290624165
-2.488104875,7.883218893,4.572601371,0.898508645,-7.661981114,-6.026944287,-8.590847209
-6.521788853,-3.26780891,-3.75292991,0.292800925,5.387357651,-6.617750627,0.910152308
-6.589028483,-6.72378633,-5.213874776,-1.122983185,-1.649616102,-4.577513301,2.040021034
-8.405379586,-4.617166272,-1.873244285,-0.91006254,6.003806119,-6.289539885,-0.774908737
7.845968126,1.573703362,3.279633057,-10.17952573,10.94620526,6.020410127,-5.651794822
-2.952241644,8.534793161,4.936454381,2.436354479,-6.682334926,-6.56880092,-7.138370382
-2.433242355,9.756968547,5.122127789,0.735507262,-6.010471127,-5.992818756,-9.601613861
-8.060089404,-4.539063317,-1.921952895,-1.374422552,6.679018787,-4.701551916,1.42836061
-7.128485749,-5.160079686,-1.83196661,-1.836866932,4.139439039,-6.009566844,2.191953193
9.703910662,3.147980167,4.404554614,-10.20857441,9.691944395,6.975448776,-6.266530875
-8.353025984,-4.432677813,-0.929323314,-0.559038526,4.195673264,-7.443563259,1.174834077
-7.24753703,-5.637926563,-4.88755888,2.628774237,-1.246930544,-5.398724244,1.723061616
6.460333203,4.062434121,6.16587486,-9.685621265,9.100044517,5.956787617,-5.821420317
7.757786565,0.595651024,4.660562063,-9.460382912,10.03392357,6.149605202,-7.626457898
-5.245980107,-5.211780397,-3.722475211,1.289063754,-1.147503053,-5.384741664,2.539801687
-5.341841928,-6.272255238,-4.078216421,1.251243809,-1.89297542,-4.462123518,2.907225157
-6.015618125,-7.986055834,-3.391120123,-1.510183764,-1.047164555,-3.918161149,2.428065529
-4.941242147,-6.112039661,-4.028125617,0.68905011,-1.297906023,-2.929252198,2.547896292
-2.808874271,8.964081511,7.260671927,0.861202658,-5.415449952,-5.88325082,-8.557691352
6.916507024,3.873081377,2.99547737,-9.485619597,9.646043325,5.578532267,-5.066390291
6.435721535,1.934040005,3.957692042,-10.8466065,9.180581621,5.845049636,-5.167226017
-2.469483801,7.59140922,5.101150921,1.04881235,-7.330621208,-6.586160205,-9.610869868
-3.072922176,8.192065733,4.883566048,2.218136255,-7.386570367,-7.351147899,-8.606277819
7.353663577,2.134282167,3.704752411,-9.861462361,10.74248162,8.033357779,-5.501183806
-6.447389741,-5.301321984,-2.906246037,0.862671741,5.095677021,-4.895168173,1.300335501
-1.716021935,8.892228996,4.18203045,1.813807452,-7.250209954,-8.228156705,-9.553008434
6.16652646,1.340225437,5.313800195,-10.07293868,9.541614674,5.573202332,-5.416634741
7.466951853,1.19593495,3.769221945,-7.910130192,9.325227611,6.467119278,-6.694599273
-1.363170048,6.176779687,4.623268494,1.867350926,-7.333263579,-5.153883048,-9.725657215
-2.295103879,7.768547349,4.813059762,2.358487064,-7.763484627,-6.726384487,-8.780119038
-2.786086979,8.342565339,3.385717849,1.418152982,-8.281996475,-4.789015321,-8.860763809
-5.981578986,-7.049942885,-4.514876987,0.346705985,-2.490987715,-4.220103597,1.848312601
-1.48408847,8.36038774,4.667192216,1.925798981,-8.461803954,-7.82050851,-9.399088664
-7.253395976,-4.675509005,-4.247492507,-1.997151275,6.421998967,-6.31234382,-0.379321009
-1.693460411,9.874759617,4.056801398,1.80604797,-6.597047241,-7.128800719,-7.230982181
-5.503805605,-7.428534847,-3.05941982,0.020171928,-2.175071423,-4.785319903,0.791447694
-6.71991719,-6.254311413,-3.693111593,-0.494013447,-1.710570865,-5.230603141,2.197212472
7.159596939,2.42456258,5.110708858,-10.05209449,10.73330166,7.587463895,-5.249123954
-7.068006617,-5.866102441,-2.646482292,-0.433998374,4.303459965,-7.525697916,-0.784335818
-6.907440423,-4.378253055,-3.633459227,2.62157046,-1.481297971,-4.434230867,2.163001358
-2.525766033,9.69761064,5.230623172,1.753055953,-6.81597813,-7.251888605,-10.31594016
-3.04795846,8.759339158,4.896049442,3.16648069,-7.651368006,-7.37807144,-9.350861867
6.060658162,0.792773984,4.268680844,-10.08818115,9.057104111,7.670815971,-5.020038469
-7.274515228,-5.37289147,-3.314330038,-3.383634905,7.096253347,-6.362353484,-0.522503096
6.070121197,2.418214456,4.044279551,-8.014163328,9.052289763,5.811472026,-4.857421568
-7.937710301,-4.326141508,-2.652127071,0.683228199,-0.853586755,-3.779519089,3.621369647
-8.03818998,-3.826376994,-4.585441536,0.444408953,4.405369052,-7.126983339,0.399981038
7.553095557,1.297936603,7.539219797,-9.072590495,9.319866194,6.133383543,-6.23338007
-7.298936061,-6.519508624,-3.42220533,0.169707361,-0.052110217,-5.686341758,3.359829135
7.09817143,3.688963494,3.483116927,-10.20245365,10.92271422,6.203906425,-4.15214348
8.540246408,3.111929758,3.802166252,-8.87104657,8.538797832,6.1785971,-4.254671426
-5.726548116,-5.867422197,-4.274910157,0.203796627,-0.890706885,-2.985055776,1.954264684
-3.485070876,10.06792792,3.690479947,4.605551749,-6.38630929,-6.69527347,-9.696685537
-7.318122038,-6.207638255,-1.366664421,1.191858,5.526765046,-6.904476409,1.790701489
-8.568385572,-3.664182726,-3.857115451,-0.686182245,7.535423054,-4.578754172,-1.552727879
8.910923518,2.422296788,4.327310583,-8.751318959,9.76669463,6.191175823,-4.681741856
-5.973016362,-5.256789054,-4.731768171,1.776398278,-1.247578131,-3.93433822,0.537628375
6.334650568,1.53142734,3.629520048,-6.955923909,8.968296938,8.326478258,-7.019849782
-4.999954709,-6.029979168,-4.420775727,0.575288393,-0.32244534,-6.167602762,1.949027155
-6.542828684,-6.130124696,-4.312895425,-0.089370583,-0.022849996,-6.219185898,3.113817884
-6.322419792,-8.039135798,-2.782867766,-1.507819781,-1.777891278,-2.967991447,1.880515466
6.464418641,1.297767966,3.837768802,-9.854857418,8.747403388,5.890688997,-5.98200213
-2.558226964,8.853926047,4.970730141,3.424171122,-6.00021015,-7.95748567,-7.461831307
-7.184367436,-4.62810645,-2.37861725,-0.105339094,5.518612611,-6.46707993,-0.05782364
-3.147006316,8.956449516,5.767666863,2.087140352,-7.673086921,-7.805194214,-9.288529648
-2.248523857,8.463980974,3.968255468,1.947615613,-5.706898172,-6.336509439,-9.208942089
-8.206996906,-3.53467965,-2.379081944,-0.695498924,4.135400638,-6.363482559,-1.173469023
-8.056764377,-2.882273472,-3.387892706,-1.226205098,6.748123688,-5.256522961,1.925895985
-2.753225975,9.309005381,5.333096438,-0.054507588,-7.765667438,-7.212688973,-8.135187559
-2.43982782,9.206883047,7.031988472,-0.12618658,-6.196404176,-6.994911842,-8.27155603
-2.41138433,10.11821967,4.383598012,1.737253155,-7.286512436,-7.414866264,-8.543356301
7.825374965,3.109163725,2.444953979,-10.11014066,8.487026983,7.873491547,-6.136695805
-6.85594204,-6.54619711,-3.104820512,0.772501584,-1.475343541,-5.575939587,3.735108179
-8.037160352,-4.153144848,-2.153730393,-0.569350046,6.212681908,-6.76710323,1.866569893
-5.849511582,-4.685353324,-2.156178165,0.042916654,4.210923234,-6.145894665,-0.146947666
-6.803116809,-6.131927603,-2.957745296,-0.729271141,-1.64239328,-4.29395143,1.722788923
-7.965463607,-4.929791653,-0.003880376,-1.074801976,7.068577549,-4.322531019,0.101106479
-1.850143279,10.04118075,5.239456377,3.591957324,-6.463800562,-8.097006304,-7.474951243
-6.970072958,-3.278574471,-2.585914615,-0.781315651,4.8307358,-4.862319559,1.329235346
7.727463332,1.881058414,3.304949599,-10.33255348,8.572427948,8.01995163,-5.735247871
-6.455754061,-4.587616319,-1.926020891,-0.503656307,5.596666618,-6.957823153,1.041564034
-2.240070682,8.671093853,5.261450726,1.603559348,-6.502526797,-6.909372407,-7.712277506
-5.004340092,-3.590662043,-2.647839648,-0.058699539,5.222838818,-5.083509538,1.179923985
-6.795638769,-6.210318263,-5.434567032,-0.337272844,-0.70505606,-5.405609313,3.482782972
7.021724422,4.552669904,3.933558997,-9.819096266,8.601210374,6.772759633,-5.138256554
-7.34378252,-2.537784953,-2.108646208,-0.527430173,5.590244475,-5.032567663,0.397680536
8.486170974,2.202638926,2.818242165,-10.54766507,8.216201521,6.11090885,-5.936119354
7.846846698,1.221709893,3.85194167,-9.396305877,9.675712902,6.969040671,-5.891553068
-5.302368899,-7.708949992,-5.113313553,2.396513298,-1.372936773,-4.713917083,3.599798721
-6.772624491,-4.547689342,-3.35514772,-2.364339781,6.675437922,-7.370387506,0.23272559
-3.396967135,10.01191821,4.3530846,2.732684571,-7.171385823,-6.939935737,-8.344767552
-7.960197664,-3.775498609,-1.949363496,-2.850712061,5.819998003,-6.196714155,1.238400024
-3.851325372,7.648461973,4.490909526,2.475954111,-5.083266368,-6.174030679,-9.081009033
-5.470444729,-6.570526831,-6.068164579,0.78222927,-2.203012668,-4.983470625,1.986649901
-5.065337504,-6.514944288,-3.151632473,1.455004094,-2.51854458,-3.293159686,0.811991119
-3.889796329,8.578130687,4.382258351,1.903536231,-6.190462734,-7.563743876,-9.112057009
-8.383350509,-7.471992404,-4.935780181,-0.320935556,-1.781454954,-3.176267601,3.435540247
-9.037786916,-5.488094951,-1.920237471,-1.520921715,6.315467795,-6.844013264,0.426650946
-8.196042753,-3.550447572,-4.14377038,-0.975038537,5.68816349,-6.442563199,-1.47252599
-9.286738799,-3.368742229,-3.032794458,-1.102023788,5.95711217,-5.737207119,-0.427739822
-4.931611592,-6.790914263,-5.2967042,-1.116588433,0.699726937,-4.704441847,2.051321131
-6.426343337,-3.527459016,-3.84295021,-0.731737106,5.0262067,-4.995474341,0.123376045
6.280747859,2.225547966,4.599456814,-9.068305733,8.94741255,8.735116917,-7.048149672
-6.672829149,-5.430290354,-5.336824189,-1.475592649,-1.134783674,-3.679070785,1.514757706
-7.363073516,-4.983039384,-1.658921973,-1.428308718,6.03173956,-6.70654465,1.882388094
-1.956048467,8.46608583,6.563324631,1.198554714,-8.568810229,-7.351373334,-10.81381553
-6.716156143,-7.103139097,-2.789427711,1.310116087,-2.238034209,-5.077615283,3.189572653
-5.007258641,9.21474576,5.248784192,2.235236493,-8.829188909,-7.230959023,-11.05667552
-6.066673547,-6.545198216,-3.062746263,0.887676448,-1.122515439,-3.132551786,3.663594049
6.013546361,-0.2609384,3.948018859,-9.119778857,9.550466419,7.881057053,-5.315845112
-8.19287948,-5.562691112,-0.664981416,-0.851489363,6.345641017,-6.000273183,0.331037467
-7.44088962,-5.224599269,-3.976024711,0.071052039,-1.6245991,-4.439122502,2.794995676
-8.965075024,-4.811007786,-1.2336466,-0.634391721,6.418917846,-6.127069025,-1.602404756
6.662385803,1.821729054,4.08352882,-9.038735798,10.90711594,7.767190953,-7.172602142
-2.884831289,10.36540022,5.932624126,3.636902516,-6.574384065,-6.292717893,-7.424140468
-0.082481137,9.447245954,3.262261335,1.40839568,-5.858243896,-4.79166682,-10.42431107
-5.980304505,-5.57352109,-4.797923619,-1.382596231,-2.236064644,-3.487650466,4.348115873
-2.773854456,11.73445529,5.265546184,1.116012128,-7.950519689,-6.397637178,-9.061790542
-8.458510599,-4.224621037,-2.519728537,-0.858773162,6.872530154,-6.059786917,0.712144173
-0.127484091,9.841522236,5.799718803,1.467203485,-7.905495297,-6.817778244,-8.731157841
7.833589509,2.815205607,5.451876881,-10.41352299,9.03980256,4.754018448,-2.612794876
7.206951569,2.236469176,3.18483124,-9.428041257,8.974363505,5.883241659,-5.019111451
-0.95869713,8.015932087,5.624201235,1.75918084,-6.929090901,-6.205290101,-9.961049778
-8.512578871,-4.215976885,-2.950931708,-1.415889327,7.115588659,-7.053190415,0.600793221
-6.39162498,-5.539514764,-2.920637025,-0.202201026,-1.661934914,-4.791565325,1.844383241
-2.544186114,10.78508676,4.012911778,3.785618242,-6.171875256,-7.442576369,-8.205920018
7.325706506,0.647215002,3.69891859,-9.200630235,8.120760439,7.805434468,-4.483604524
-4.687524785,-6.461413517,-6.160044435,0.253170421,-0.167705191,-4.261356669,3.766388548
8.167474316,1.738614014,5.477796393,-12.49697086,8.175446765,5.73322052,-6.572932809
-7.26602682,-3.544150945,-1.279267837,-0.741058486,6.485369585,-4.551195422,1.641873015
7.828911927,0.859297377,5.568259085,-10.41117772,12.36770655,8.116228804,-6.549830356
-5.870781309,-6.007405481,-5.082552121,-0.250749874,-0.199877354,-5.05311371,2.407856798
-2.619061746,8.830199261,3.867686448,3.638772898,-7.255127231,-6.180645346,-10.71333514
-7.030994973,-4.805553165,-2.64225832,-1.416429384,4.844133097,-7.086581832,1.068784365
-6.32059333,-6.334595529,-4.433590773,-0.084726549,-2.439463791,-3.69275217,1.568908703
-0.708686442,10.25323248,4.849538252,1.481533498,-6.072504595,-7.853655793,-8.361969987
-2.868966269,7.688238442,4.226413675,2.233450191,-7.843386117,-7.837260508,-8.494539875
-2.113823942,8.701608959,3.843889926,1.724196029,-6.565497695,-7.196192554,-8.523989074
-5.256647031,-6.233397582,-3.022490722,1.964772519,-1.538129083,-3.968091362,1.935212
-6.378079741,-3.804170487,-3.465776461,0.195737562,4.832329274,-5.381198094,1.56629988
-6.334894158,-2.051131355,-2.289881012,1.263191509,5.873951705,-5.555100538,0.612924334
-7.472550383,-4.994182017,-3.485757794,-0.174996448,3.943816629,-6.087249295,-0.038840293
-6.024926466,-4.548679911,-4.477959472,-0.132348852,-1.49326138,-4.145984496,4.124609245
-8.602823322,-4.787576316,-6.119637192,-0.584033184,-1.587860424,-3.502804305,-0.758208996
-7.610690648,-6.500152006,-4.427260039,0.288620574,-1.510775001,-3.981788945,1.509298593
-3.554006817,7.047929539,6.696085966,0.869961318,-7.100880815,-7.156922893,-8.530921059
6.887812083,1.98942575,4.201759255,-8.693380053,9.989287575,6.492443537,-4.989549637
-7.62533543,-4.241150441,-1.409345594,-3.075787257,5.370874781,-6.373004483,-1.792284754
-2.205379027,9.735848633,4.409012462,3.426430347,-8.218232991,-6.18719097,-9.444188577
-8.615850931,-5.876754169,-3.375970014,0.009452538,5.146449034,-5.606038832,-0.318371061
-6.81131566,-4.333961598,-4.889890323,1.012613536,-2.003631796,-3.055851079,1.758825287
-6.932562047,-8.249742465,-6.097256435,-0.686062308,-0.544474884,-4.81021988,2.698016536
-7.083015822,-4.738877734,-1.032817185,-1.448392178,7.222512316,-6.603979428,1.055864574
-5.452238373,-6.855362233,-2.622007066,0.758994654,-1.755779336,-3.897031501,3.349384719
8.153684288,2.395142484,4.38164087,-8.555920716,11.32171053,5.695812353,-4.675092391
-0.069445217,10.39855895,5.203787956,2.567924026,-6.026211632,-6.121181003,-8.557136333
-4.71476368,9.911352325,5.914753878,2.624691675,-8.017312862,-7.081601127,-8.844849072
-7.720153942,-5.524932327,-2.083255378,-2.092837175,6.396530244,-5.313234998,-0.183004168
-6.957914354,-7.476977719,-5.741056235,0.858712906,-0.706457634,-4.572113376,2.222087476
-7.824207102,-3.637427329,-2.756990897,-0.690917181,4.887025472,-5.884577383,0.40323466
-5.231822119,-7.82225961,-3.691308451,1.921038965,-0.028297897,-3.816507215,4.585076403
-6.35059936,-6.639199642,-3.898248945,0.849901501,-0.702279382,-4.404297359,2.661977497
8.209099997,3.803985021,2.79677523,-9.64078397,9.121861748,7.082602502,-5.537549016
8.835590865,1.868402461,3.622021762,-9.415242466,10.68227732,6.478680285,-6.708086868
-7.045739651,-6.836888038,-5.034001659,1.785288656,-0.033401764,-4.371208897,1.844297972
-6.149413921,-3.612680657,-2.235519917,-1.402669718,4.016163053,-7.39661977,2.667056127
-2.815211577,9.159713346,3.936168437,3.665516256,-6.735300719,-9.58345764,-8.498971944
-6.451408962,-5.923671537,-1.634464722,-1.698444434,5.172203409,-5.501373286,0.601135527
-6.060181956,-3.620234867,-5.126318706,-1.993589818,5.750967758,-6.250823762,-0.042586386
-7.51241123,-1.832052013,-1.13781686,-0.383095218,5.781983121,-5.468391807,1.111523486
-0.910659511,9.816414587,5.502102348,0.556942628,-8.030780928,-9.719188253,-9.647708578
-8.9071426,-4.493292833,-2.481682697,1.498623977,6.02206784,-5.866986888,0.221656344
-6.672452447,-3.979132195,-3.104079985,-1.285331006,5.501722125,-7.238356298,0.24542032
-6.829213953,-3.987867466,-1.381258728,-0.932678165,6.04200703,-6.564231838,-0.818375883
-6.680407704,-4.764259443,-4.929632632,1.675771864,-1.239007531,-2.968390683,3.819676938
-9.04593942,-3.227823812,-1.614295689,-0.316836826,4.144431784,-5.323871639,1.291885624
-6.282531266,-3.3152504,-3.932225899,-1.88098796,5.402009888,-6.872170901,2.01114514
-1.857806372,8.699016884,5.398848057,1.200344469,-7.116445798,-7.365473141,-8.756453617
-6.767269293,-3.788310721,-2.073850415,-0.697856421,4.24059102,-5.499568821,0.569435329
-2.825270479,9.630057278,5.843763273,1.833723408,-7.329816456,-6.879581634,-8.237121008
8.802036794,0.975681127,4.478814189,-9.433064062,9.749288335,8.025084787,-5.974006936
7.183206687,4.040106684,4.272674891,-9.915635689,9.889936684,7.412245896,-6.209386134
9.212801711,2.260471541,3.320679666,-9.36767931,9.046109296,6.973611056,-5.172650099
8.437385313,-0.777664068,3.856993535,-8.281174691,8.82646122,8.411325981,-4.269327633
5.923451681,1.91848775,2.980991071,-7.996285216,8.810459074,5.205652022,-5.115030788
-5.97454212,-5.669970219,-4.69809822,0.879979197,-0.011626522,-5.13188434,2.686966783
-8.269074009,-5.275745759,-3.992080897,3.428734339,-1.766632319,-4.086839067,2.783562848
-2.118501702,7.687814,5.687196543,3.142759676,-7.109017935,-6.923586543,-10.36943526
-3.195736376,10.17766218,5.708671158,0.687169977,-7.968038427,-4.319606634,-7.087401815
-6.633512643,-5.521367804,-1.935821522,2.685914147,-1.264059,-3.838524831,3.815914015
-6.288296495,-2.425910128,-3.616143819,-0.695751661,6.801901557,-6.526739383,0.960936946
8.002816735,1.312163628,2.046757957,-10.01221119,9.46142919,6.373012856,-6.91182105
7.534158361,1.221079875,4.617654875,-9.990359414,10.14338393,8.132111701,-8.358794542
-6.749946992,-2.562323233,-1.922768429,-2.285617696,5.088186184,-5.026926115,1.865798986
8.330640739,3.293330334,3.834378125,-9.886259479,9.851418946,8.123334823,-5.344607039
-7.478007924,-7.914084914,-4.463558822,1.120249089,-1.35803599,-5.218916691,3.385262679
-7.071682719,-7.339084539,-4.864272769,-0.184807312,-2.488232211,-5.530016857,1.196677744
-6.174176647,-3.308667383,-3.013866662,1.320589833,5.840429219,-9.062233306,0.002342396
-4.432842397,-5.593974877,-4.559964077,0.546204937,-2.214317745,-4.843850227,6.716142145
-6.053771153,-8.264643946,-4.165073626,1.657389743,2.581231384,-5.379726129,2.660137855
-2.006107254,8.695537813,3.610066988,1.84982562,-6.570579748,-7.535797313,-9.074039001
-2.716182212,7.983260853,5.462229307,1.13618933,-6.327662932,-7.224207622,-8.952800128
-7.114813754,-3.389881566,-2.185774995,-0.93308841,7.855501795,-6.55270772,1.739145725
-3.39319648,9.146783272,4.258389421,0.652676241,-6.542145116,-7.1434174,-8.995352585
-8.121556926,-3.334095672,-3.483501462,-1.153613788,5.625778575,-7.283929745,-0.076128414
7.325326422,0.932957597,5.269896158,-9.293114746,9.793078533,5.842343187,-6.212438184
6.998543471,1.707339822,3.807500168,-8.865814345,9.081539279,8.042777347,-6.571692873
-5.315416991,-5.821317132,-3.669332814,1.289555322,-3.324091535,-3.964846444,2.289535952
-5.389382188,-5.498779475,-4.252951404,0.636039511,-1.78171897,-4.394524358,2.305224995
-6.345965675,-3.969440354,-1.449302995,-0.556205221,5.696801562,-5.77274006,-1.520944523
7.765804554,1.15700096,1.769469666,-9.241349817,9.245697365,6.082182223,-4.989272423
6.905767791,0.251243433,3.457795179,-8.946265022,9.903590419,6.699766512,-5.582816792
7.005221901,1.480679472,4.074436333,-10.17143295,9.884938545,6.846166228,-4.979670171
-4.095043263,9.190770312,5.091104852,1.900062382,-7.67039811,-5.86417237,-9.241707503
-5.98149345,-7.557701544,-2.19517061,1.898748301,-1.525271246,-5.072710377,1.811288022
-0.827705166,8.130417233,4.787176837,1.292675636,-6.264682552,-6.370426516,-8.026622185
-3.698886164,-4.457485356,-3.789764169,-0.113024919,-1.244058592,-3.931590269,0.993699157
7.58417907,3.339841054,4.735108519,-9.530555967,10.03793455,7.101349272,-4.999616677
-6.582559244,-6.338513713,-3.938998909,-0.024262689,0.270789221,-3.879121831,2.33179637
-7.537238943,-4.589586603,-3.526411181,0.058219728,5.734514998,-5.638623378,0.643158898
-6.742710186,-6.499745235,-4.773049898,-1.179440993,-1.871598186,-2.821128996,2.29623136
8.115020351,1.850489771,4.014819782,-7.239201556,10.34808611,5.72702916,-5.653229623
8.299346253,2.031157939,2.745927489,-8.610437842,9.127825644,5.259072673,-4.40117842
-7.61591184,-7.38229391,-4.695415866,-1.007295965,-1.423848153,-3.575300741,2.215639599
-1.417887502,9.623424249,3.547566072,1.656761234,-5.666529491,-6.73839268,-6.518998217
-6.733345096,-3.51230421,-4.05972861,-1.160675025,6.930923245,-7.322644311,0.359001659
7.041678066,1.385423761,5.703998767,-11.00818728,9.512673102,6.540324973,-4.926379156
-4.385750329,9.633997574,4.004516447,0.783503025,-7.503972581,-7.064634951,-9.443072421
8.220022586,-0.718126187,5.348878708,-9.067080123,10.71437312,6.450283629,-7.81462321
-8.086411822,-4.89937472,-1.459987272,-1.027477864,5.276284343,-4.884134415,0.780036513
-1.849746382,8.210337713,4.947224453,1.725417266,-5.559213181,-7.754545242,-8.210721459
-6.027377753,-7.603363502,-4.037085554,0.384015919,-1.676257933,-3.790446215,1.23002703
5.376183043,1.932964369,5.273498398,-10.13982584,7.891274744,6.795067612,-6.357936653
-1.199332454,8.939940798,4.455327394,2.565499231,-6.780313376,-7.270518332,-8.322183717
7.884284184,2.422668524,4.403742742,-10.07178825,9.369707919,5.93334005,-5.797784686
-6.50768547,-5.078472604,-1.925132955,0.720791821,7.161378068,-4.40224632,0.840177543
-5.31769774,-6.809316035,-5.289554389,0.564909335,-1.053138075,-4.438266262,3.710795473
7.673172673,2.223333739,6.271794208,-10.21312132,10.83830716,7.00127573,-6.414239668
-7.867478129,-2.757835654,-1.774236141,-0.768651777,6.728087392,-7.633596072,-0.94377001
-2.839317717,8.802619146,4.01214493,1.68513081,-5.461095846,-9.36791825,-7.561362371
-7.706122042,-4.014355442,-1.903556787,-1.337152976,5.532136554,-6.247583291,1.448559814
-5.482487309,-5.245991391,-3.632326981,0.336487607,-2.133352698,-4.56659536,1.713372362
6.252854544,1.494646459,4.165034158,-9.782973809,10.67062543,6.866258669,-4.898313864
-2.100132685,9.680914012,3.289953198,1.517970779,-8.226881109,-7.778909404,-8.287310696
